Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Kivela, M']",Multilayer networks,JOURNAL OF COMPLEX NETWORKS,2014,2284,"['multilayer networks; dynamical systems on networks; models of networks;', 'WEB, V16, P567, DOI 10.1007/s11280-012-0190-4', 'RANDOM GRAPH MODELS; P-ASTERISK MODELS; SOCIAL NETWORKS; MULTILEVEL']",10.1093/comnet/cnu016,"['Porter, MA (corresponding author), Univ Oxford, Math Inst, Oxford Ctr Ind & Appl Math, Oxford OX2 6GG, England.; Porter, MA (corresponding author), Univ Oxford, CABDyN Complex Ctr, Oxford OX1 1HP, England.']","['Acar E, 2009, IEEE T KNOWL DATA EN, V21, P6, DOI 10.1109/TKDE.2008.112']"
J,"['Rozemberczki, B']",Multi-Scale attributed node embedding,JOURNAL OF COMPLEX NETWORKS,2021,279,"['node embedding; node classification; attributed network; dimensionality', 'WEB (WWW 2015), P1067, DOI 10.1145/2736277.2741093']",10.1093/comnet/cnab014,"['Rozemberczki, B (corresponding author), Univ Edinburgh, Sch Informat, 10 Crichton St, Edinburgh EH8 9AB, Midlothian, Scotland.']","['Abu-El-Haija Sami, 2018, Advances in neural information processing systems, P9180']"
J,"['Csermely, P']",Structure and dynamics of core/periphery networks,JOURNAL OF COMPLEX NETWORKS,2013,262,"['bow-tie networks; core/periphery networks; nested networks; onion', 'DISENTANGLING NESTEDNESS; CONNECTIVITY STRUCTURE; COMMUNITY STRUCTURE;']",10.1093/comnet/cnt016,"['Csermely, P (corresponding author), Semmelweis Univ, Dept Med Chem, POB 260, H-1444 Budapest, Hungary.']","['Aftabuddin M, 2007, BIOPHYS J, V93, P225, DOI 10.1529/biophysj.106.098004']"
J,"['De Domenico, M']",MuxViz: a tool for multilayer analysis and visualization of networks,JOURNAL OF COMPLEX NETWORKS,2015,238,"['multilayer networks; software; visualization; multiplex networks;', 'COMPLEX NETWORKS; BRAIN NETWORKS; GRAPH; ORGANIZATION; TRANSITION;']",10.1093/comnet/cnu038,"['De Domenico, M (corresponding author), Univ Rovira & Virgili, Dept Engn Informat & Matemat, E-43007 Tarragona, Spain.']","['[Anonymous], 2011, PHYS REP, DOI DOI 10.1016/j.physrep.2010.11.002']"
J,"['Jalili, M']",Information cascades in complex networks,JOURNAL OF COMPLEX NETWORKS,2017,206,"['complex network; social dynamics; centrality measure; information', 'ONLINE SOCIAL NETWORKS; CONTINUOUS OPINION DYNAMICS; BOUNDED CONFIDENCE;']",10.1093/comnet/cnx019,"['Jalili, M (corresponding author), RMIT Univ, Sch Engn, Swanston St, Melbourne, Vic 3001, Australia.']","['Abbasi A, 2011, J INFORMETR, V5, P594, DOI 10.1016/j.joi.2011.05.007', 'ALG']"
J,"['Aicher, C']",Learning latent block structure in weighted networks,JOURNAL OF COMPLEX NETWORKS,2015,182,"['community detection; weighted relational data; block models; exponential', 'STOCHASTIC BLOCKMODELS']",10.1093/comnet/cnu026,"['Aicher, C (corresponding author), Univ Colorado, Dept Appl Math, Boulder, CO 80309 USA.']","['Airoldi EM, 2008, J MACH LEARN RES, V9, P1981']"
J,"['Noldus, R']",Assortativity in complex networks,JOURNAL OF COMPLEX NETWORKS,2015,157,"['assortativity; network; graph; graph spectrum; robustness; degree;', 'EVOLUTION']",10.1093/comnet/cnv005,"['Noldus, R (corresponding author), Ericsson Telecommun, Herzogenrath, Germany.']","['[Anonymous], 2010, Graph Spectra for Complex Networks']"
J,"['Benzi, M']",Total communicability as a centrality measure,JOURNAL OF COMPLEX NETWORKS,2013,130,"['centrality; communicability; adjacency matrix; matrix functions; network', 'KRYLOV SUBSPACE METHOD; MATRIX; NETWORK']",10.1093/comnet/cnt007,"['Benzi, M (corresponding author), Emory Univ, Dept Math & Comp Sci, Atlanta, GA 30322 USA.']","['Afanasjew M, 2008, LINEAR ALGEBRA APPL, V429, P2293, DOI 10.1016/j.laa.2008.06.029']"
J,"['Papadopoulos, L']",Network analysis of particles and grains,JOURNAL OF COMPLEX NETWORKS,2018,126,"['granular materials; particulate systems; networks; multiscale', 'FORCE CHAIN NETWORKS; GRANULAR-MATERIALS; COMPLEX NETWORKS; COMMUNITY', 'IN, V6, P197, DOI 10.1016/S1359-0294(01)00084-X']",10.1093/comnet/cny005,"['Bassett, DS (corresponding author), Univ Penn, Dept Phys & Astron, Philadelphia, PA 19104 USA.; Bassett, DS (corresponding author), Univ Penn, Dept Bioengn, Philadelphia, PA 19104 USA.; Bassett, DS (corresponding author), Univ Penn, Dept Elect & Syst Engn, Philadelphia, PA 19104 USA.']","['Abhilash AS, 2014, BIOPHYS J, V107, P1829, DOI 10.1016/j.bpj.2014.08.029', 'MECANIQUE, V338, P556, DOI 10.1016/j.crme.2010.09.004']"
J,"['Massara, GP']",Network Filtering for Big Data: Triangulated Maximally Filtered Graph,JOURNAL OF COMPLEX NETWORKS,2017,119,['TMFG; big data; network filtering; PMFG; planarization algorithms;'],10.1093/comnet/cnw015,"['Aste, T (corresponding author), UCL, Dept Comp Sci, Gower St, London WC1E 6BT, England.; Aste, T (corresponding author), London Sch Econ & Polit Sci, Syst Risk Ctr, London WC2A2AE, England.']","['Alexander JW, 1930, ANN MATH, V31, P292, DOI 10.2307/1968099', 'MEMS NA']"
J,"['Borge-Holthoefer, J']",Cascading behaviour in complex socio-technical networks,JOURNAL OF COMPLEX NETWORKS,2013,99,"['contagion; diffusion; social influence; computational social science;', 'SOCIAL-INFLUENCE; INFLUENTIALS; DIFFUSION; EMERGENCE; SCIENCE']",10.1093/comnet/cnt006,"['Borge-Holthoefer, J (corresponding author), Univ Zaragoza, Inst Biocomputac & Fis Sistemas Complejos BIFI, Mariano Esquillor S-N, Zaragoza 50018, Spain.']","['Adamic L. A., 2005, LINKKDD 05 P 3 INT W, P36, DOI [DOI 10.1145/1134271.1134277, 10.1145/1134271.1134277]']"
J,"['Louzada, VHP']",Smart rewiring for network robustness,JOURNAL OF COMPLEX NETWORKS,2013,77,"['network robustness; risk analysis', 'TRANSPORTATION NETWORK; COMPLEX NETWORKS; SYNCHRONIZATION']",10.1093/comnet/cnt010,"['Louzada, VHP (corresponding author), Swiss Fed Inst Technol, IfB, Computat Phys, Wolfgang Pauli Str 27, Zurich, Switzerland.']","['Albert R, 2004, PHYS REV E, V69, DOI 10.1103/PhysRevE.69.025103']"
J,"['Chodrow, PS']",Configuration models of random hypergraphs,JOURNAL OF COMPLEX NETWORKS,2020,68,['UNIFORM GENERATION; RANDOM GRAPHS; US HOUSE; NETWORK; EFFICIENT'],10.1093/comnet/cnaa018,"['Chodrow, PS (corresponding author), MIT, Operat Res Ctr, 77 Massachusetts Ave, Cambridge, MA 02139 USA.']","['Allard A, 2015, PHYS REV E, V92, DOI 10.1103/PhysRevE.92.062807']"
J,"['Ribeiro, HV']",The dynamical structure of political corruption networks,JOURNAL OF COMPLEX NETWORKS,2018,65,"['corruption; social network; official misconduct; political behaviour', 'SAO  PAULO, 2017, ESTADO SAO PAULO', 'PREVALENCE; PREDICTION']",10.1093/comnet/cny002,"['Ribeiro, HV (corresponding author), Univ Estadual Maringa, Dept Fis, Av Colombo 5790, BR-87020900 Maringa, Parana, Brazil.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Trajanovski, S']",Robustness envelopes of networks,JOURNAL OF COMPLEX NETWORKS,2013,60,"['network vulnerability; network robustness; robustness framework; network', 'PERCOLATION; PERFORMABILITY; RESILIENCE; INTERNET']",10.1093/comnet/cnt004,"['Trajanovski, S (corresponding author), Delft Univ Technol, Fac Elect Engn Math & Comp Sci, POB 5031, NL-2600 GA Delft, Netherlands.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Sizemore, A']",Classification of weighted networks through mesoscale homological,JOURNAL OF COMPLEX NETWORKS,2017,53,"['Persistent homology; network classification; applied topology', 'FUNCTIONAL CONNECTIVITY; RESTING-STATE; TOPOLOGY; ORGANIZATION;']",10.1093/comnet/cnw013,"['Bassett, DS (corresponding author), Univ Penn, Dept Bioengn, Philadelphia, PA 19104 USA.; Bassett, DS (corresponding author), Univ Penn, Dept Elect & Syst Engn, Philadelphia, PA 19104 USA.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Valdez, LD']",Cascading failures in complex networks,JOURNAL OF COMPLEX NETWORKS,2020,52,"['cascading failures; complex networks; spatial networks; network of', 'INTERDEPENDENT NETWORKS; HURRICANE KATRINA; LINE OUTAGES; TIME-SERIES;']",10.1093/comnet/cnaa013,"['Valdez, LD (corresponding author), Boston Univ, Dept Phys, 590 Commonwealth Ave, Boston, MA 02215 USA.']","['[Anonymous], 2009, Percolation on interacting networks']"
J,"['Clough, JR']",Transitive reduction of citation networks,JOURNAL OF COMPLEX NETWORKS,2015,51,"['directed acyclic graph; academic paper citations; patent citations; US', 'AUTHORITY']",10.1093/comnet/cnu039,"['Clough, JR (corresponding author), Imperial Coll London, Complex & Networks Grp, South Kensington Campus, London SW7 2AZ, England.']","['Aho A. V., 1972, SIAM Journal on Computing, V1, P131, DOI 10.1137/0201008']"
J,"['Sarzynska, M']","Null models for community detection in spatially embedded, temporal",JOURNAL OF COMPLEX NETWORKS,2016,50,"['community structure; modularity maximization; spatial null models;', 'DENGUE-FEVER; MULTISCALE; MODULARITY; DYNAMICS; MOBILITY']",10.1093/comnet/cnv027,"['Sarzynska, M (corresponding author), Univ Oxford, Math Inst, Oxford Ctr Ind & Appl Math, Oxford OX2 6GG, England.']","['[Anonymous], [No title captured]']"
J,"['Mantzaris, AV']",Dynamic network centrality summarizes learning in the human brain,JOURNAL OF COMPLEX NETWORKS,2013,48,"['dynamic walks; functional magnetic resonance imaging; fMRI; motor task;', 'CORTEX; FMRI']",10.1093/comnet/cnt001,"['Mantzaris, AV (corresponding author), Univ Strathclyde, Dept Math & Stat, Glasgow, Lanark, Scotland.']","['[Anonymous], 2010, Networks: An Introduction, DOI DOI 10.1093/ACPROF:OSO/9780199206650.001.0001']"
J,"['Aksoy, SG']",Measuring and modeling bipartite graphs with community structure,JOURNAL OF COMPLEX NETWORKS,2017,47,"['bipartite generative graph model; two-way graph model; two-mode network;', 'DISTRIBUTIONS']",10.1093/comnet/cnx001,"['Kolda, TG (corresponding author), Sandia Natl Labs, Livermore, CA 94550 USA.']","['Aiello W, 2001, EXP MATH, V10, P53, DOI 10.1080/10586458.2001.10504428']"
J,"['Weber, M']",Characterizing complex networks with Forman-Ricci curvature and,JOURNAL OF COMPLEX NETWORKS,2017,47,"['complex networks; Forman-Ricci-curvature; Ricci-flow; Laplacian flow;', ""WEB (WWW'13 COMPANION), P1343"", 'WORLD; OPERATORS']",10.1093/comnet/cnw030,"['Weber, M (corresponding author), Max Planck Inst Math Sci, Leipzig, Germany.; Weber, M (corresponding author), Univ Leipzig, Dept Math, Inselstr 22, D-04103 Leipzig, Germany.']","['Amaral LAN, 2000, P NATL ACAD SCI USA, V97, P11149, DOI 10.1073/pnas.200327197']"
J,"['Rahmede, C']",Centralities of nodes and influences of layers in large multiplex,JOURNAL OF COMPLEX NETWORKS,2018,46,['multilayer networks; PageRank; centrality'],10.1093/comnet/cnx050,"['Bianconi, G (corresponding author), Queen Mary Univ London, Sch Math Sci, Mile End Rd, London E1 4NS, England.']","['[Anonymous], 2013, J Nonlinear Sci, DOI DOI 10.1063/1.4818544']"
J,"['Nacher, JC']",Analysis of critical and redundant nodes in controlling directed and,JOURNAL OF COMPLEX NETWORKS,2014,46,"['complex networks; controllability; dominating sets', 'CONTROLLABILITY; ALGORITHMS']",10.1093/comnet/cnu029,"['Nacher, JC (corresponding author), Toho Univ, Fac Sci, Dept Informat Sci, Miyama 2-2-1, Funabashi, Chiba 2748510, Japan.']","['Akutsu T, 2007, J THEOR BIOL, V244, P670, DOI 10.1016/j.jtbi.2006.09.023']"
J,"['Hâncean, MG']",The impact of human mobility networks on the global spread of COVID-19,JOURNAL OF COMPLEX NETWORKS,2020,40,"['COVID-19 case importations; human mobility networks; incoming migration;', 'CORONAVIRUS; DETERMINANTS; MIGRATION; DEMAND']",10.1093/comnet/cnaa041,"['Hâncean, MG (corresponding author), Univ Bucharest, Dept Sociol, Bucharest, Romania.']","['Adserà A, 2015, ECON J, V125, pF49, DOI 10.1111/ecoj.12231']"
J,"['Koniaris, M']",Network analysis in the legal domain: a complex model for European Union,JOURNAL OF COMPLEX NETWORKS,2018,40,"['complex networks; legal network; empirical analysis; European Union', 'SMALL-WORLD; LAW; COURT; WEB']",10.1093/comnet/cnx029,"['Koniaris, M (corresponding author), Natl Tech Univ Athens, Knowledge & Database Syst Lab, Div Comp Sci, Sch Elect & Comp Engn, Iroon Polytech 9,Zographou Campus, Athens 15780, Greece.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Young, JG']",Bayesian inference of network structure from unreliable data,JOURNAL OF COMPLEX NETWORKS,2020,38,"['network structure; Bayesian inference; mixture models', 'MEASUREMENT ERROR; PREDICTION; MODEL; YEAST; MAP']",10.1093/comnet/cnaa046,"['Young, JG (corresponding author), Univ Michigan, Ctr Study Complex Syst, Ann Arbor, MI 48109 USA.; Young, JG (corresponding author), Univ Vermont, Dept Comp Sci, Burlington, VT 05404 USA.; Young, JG (corresponding author), Univ Vermont, Vermont Complex Syst Ctr, Burlington, VT 05404 USA.']","['Amini L, 2004, COMPUT COMMUN, V27, P557, DOI 10.1016/j.comcom.2003.08.021']"
J,"['Aref, S']",Measuring partial balance in signed networks,JOURNAL OF COMPLEX NETWORKS,2018,38,"['structural analysis; signed networks; balance theory; axiom; frustration', 'STRUCTURAL BALANCE; MODEL; ORGANIZATION; LAPLACIAN']",10.1093/comnet/cnx044,"['Aref, S (corresponding author), Univ Auckland, Dept Comp Sci, Private Bag 92019, Auckland, New Zealand.']","['ABELSON RP, 1958, BEHAV SCI, V3, P1', 'Rao Advanced Institute of Mathematics, Statistics and Computer Science, Univ. of Hyderabad, V26']"
J,"['Aref, S']",Balance and frustration in signed networks,JOURNAL OF COMPLEX NETWORKS,2019,36,"['frustration index; line index of balance; signed graph; integer', 'STRUCTURAL BALANCE; MODEL; DECOMPOSITIONS; TRANSFORMATION; BIPARTIVITY;']",10.1093/comnet/cny015,"['Aref, S (corresponding author), Univ Auckland, Dept Comp Sci, Private Bag 92019, Auckland, New Zealand.']","['ABELSON RP, 1958, BEHAV SCI, V3, P1']"
J,"['Rossetti, G']",RDYN: graph benchmark handling community dynamics,JOURNAL OF COMPLEX NETWORKS,2017,36,"['graph models; dynamic networks; evolving communities', 'WEB, V16, P31, DOI 10.1007/s11280-011-0155-z', 'NETWORKS']",10.1093/comnet/cnx016,"['Rossetti, G (corresponding author), Univ Pisa, Pisa, Italy.; Rossetti, G (corresponding author), CNR, ISTI, Rome, Italy.']","['Adamic LA, 2001, PHYS REV E, V64, DOI 10.1103/PhysRevE.64.046135']"
J,"['Castro, N']",The multiplex structure of the mental lexicon influences picture naming,JOURNAL OF COMPLEX NETWORKS,2019,35,"['aphasia; language sciences; network science; complex systems; multiplex', 'SPREADING-ACTIVATION THEORY; SEMANTIC NETWORKS; FREE ASSOCIATION;']",10.1093/comnet/cnz012,"['Castro, N (corresponding author), Georgia Inst Technol, Sch Psychol, 654 Cherry St, Atlanta, GA 30332 USA.; Stella, M (corresponding author), Univ Southampton, Inst Complex Syst Simulat, Univ Rd 4, Southampton SO17 1BJ, Hants, England.; Stella, M (corresponding author), Complex Sci Consulting, Via Amilcare Foscarini 2, I-73100 Lecce, Italy.']","['Aitchison J., 2012, Words in the mind: An introduction to the mental lexicon']"
J,"['Jensen, P']",Detecting global bridges in networks,JOURNAL OF COMPLEX NETWORKS,2016,35,"['centrality measures; betweenness centrality; bridgeness centrality', 'BETWEENNESS CENTRALITY; DIVERSITY; SCIENCE']",10.1093/comnet/cnv022,"['Jensen, P (corresponding author), ENS Lyon, IXXI, Inst Rhonalpin Syst Complexes, Lyon, France.; Jensen, P (corresponding author), ENS Lyon, UMR 5672, Lab Phys, F-69364 Lyon, France.']","['Bastian M., 2009, P INT AAAI C WEB SOC, V3, P361, DOI [10.1609/icwsm.v3i1.13937, 10.13140/2.1.1341.1520]']"
J,"['Lambiotte, R']",Effect of memory on the dynamics of random walks on networks,JOURNAL OF COMPLEX NETWORKS,2015,35,"['random walks; spectral gap; non-Markovian process; temporal networks', 'COMMUNITIES']",10.1093/comnet/cnu017,"['Lambiotte, R (corresponding author), Univ Namur, naXys, Rempart Vierge 8, B-5000 Namur, Belgium.']","['Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182']"
J,"['Zino, L']",An analytical framework for the study of epidemic models on activity,JOURNAL OF COMPLEX NETWORKS,2017,34,"['data-driven predictions; epidemic curve; Markov process; ordinary', 'DIFFUSION; DYNAMICS; SPREAD']",10.1093/comnet/cnx056,"['Rizzo, A (corresponding author), Politecn Torino, Dept Elect & Telecommun, Corso Duca Abruzzi 24, I-10129 Turin, Italy.; Rizzo, A (corresponding author), NYU, Tandon Sch Engn, Off Innovat, Brooklyn, NY 11201 USA.']","['Aiello W., 2000, Proceedings of the Thirty Second Annual ACM Symposium on Theory of Computing, P171, DOI 10.1145/335305.335326']"
J,"['Tsiotas, D']",Decomposing multilayer transportation networks using complex network,JOURNAL OF COMPLEX NETWORKS,2015,34,"['multiplex networks; centrality measure; spatial networks; aviation', 'AIRPORT NETWORK; AIR TRANSPORT; CENTRALITY; EMERGENCE; EVOLUTION;']",10.1093/comnet/cnv003,"['Tsiotas, D (corresponding author), Univ Thessaly, Dept Planning & Reg Dev, Volos 38334, Volos, Greece.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Ventresca, M']",Network robustness versus multi-strategy sequential attack,JOURNAL OF COMPLEX NETWORKS,2015,34,"['network robustness; sequential attack; multistrategy; centrality', 'PROTEIN-INTERACTION NETWORK; CENTRALITY MEASURES; COMPLEX NETWORKS;']",10.1093/comnet/cnu010,"['Ventresca, M (corresponding author), Purdue Univ, Sch Ind Engn, 315 N Grant St, W Lafayette, IN 47907 USA.']","['Albert R, 2004, PHYS REV E, V69, DOI 10.1103/PhysRevE.69.025103']"
J,"['Hurd, TR']",On Watts' cascade model with random link weights,JOURNAL OF COMPLEX NETWORKS,2013,34,['contagion; random graph; stochastic network; information cascade;'],10.1093/comnet/cnt003,"['Hurd, TR (corresponding author), McMaster Univ, Dept Math & Stat, Hamilton, ON, Canada.']","['Amini H, 2012, INT J THEOR APPL FIN, V15, DOI 10.1142/S0219024911006504']"
J,"['Danziger, MM']",Percolation and cascade dynamics of spatial networks with partial,JOURNAL OF COMPLEX NETWORKS,2014,33,['interdependent networks; spatial networks; percolation theory; critical'],10.1093/comnet/cnu020,"['Danziger, MM (corresponding author), Bar Ilan Univ, Dept Phys, Ramat Gan, Israel.']","['Aguirre J, 2013, NAT PHYS, V9, P230, DOI 10.1038/NPHYS2556']"
J,"['Torres, L']",GLEE: Geometric Laplacian Eigenmap Embedding,JOURNAL OF COMPLEX NETWORKS,2020,32,"['graph embedding; graph Laplacian; simplex geometry', 'NETWORKS; GRAPHS']",10.1093/comnet/cnaa007,"['Torres, L (corresponding author), Northeastern Univ, Network Sci Inst, Boston, MA 02115 USA.']","['Ahmed A., 2013, WWW, P37']"
J,"['Estrada, E']",Random multi-hopper model: super-fast random walks on graphs,JOURNAL OF COMPLEX NETWORKS,2018,30,['ANOMALOUS DIFFUSION; SURFACE-DIFFUSION; LONG JUMPS; RESISTANCE'],10.1093/comnet/cnx043,"['Estrada, E (corresponding author), Univ Strathclyde, Dept Math & Stat, 26 Richmond St, Glasgow G11HQ, Lanark, Scotland.']","['Adamic LA, 2001, PHYS REV E, V64, DOI 10.1103/PhysRevE.64.046135']"
J,"['van der Maas, HLJ']",The polarization within and across individuals: the hierarchical Ising,JOURNAL OF COMPLEX NETWORKS,2020,29,"['attitudes; polarization; persuasion; Ising model; cusp catastrophe', 'STRENGTH AN, VVolume 4, P247', 'CONNECTIONIST MODEL; DYNAMICS; ATTITUDE; NETWORK; LEADERS']",10.1093/comnet/cnaa010,"['van der Maas, HLJ (corresponding author), Univ Amsterdam, Inst Adv Study, Amsterdam, Netherlands.; van der Maas, HLJ (corresponding author), Univ Amsterdam, Dept Psychol, Bldg G,Room 0-37,Nieuwe Achtergracht 129-B, NL-1018 WS Amsterdam, Netherlands.']","['Abe Y, 2017, EUR J PHYS, V38, DOI 10.1088/1361-6404/aa82fc']"
J,"['Lang, JC']",Analytic models for SIR disease spread on random spatial networks,JOURNAL OF COMPLEX NETWORKS,2018,28,"['spatial networks; dynamics on networks; physical models on networks;', 'ORAL POLIO VACCINE; TRAVELING-WAVES; EPIZOOTIC RABIES; RANDOM GRAPHS;']",10.1093/comnet/cny004,"['Miller, JC (corresponding author), Inst Dis Modeling, Bellevue, WA 98005 USA.']","['Abuelezam NN, 2013, PLOS ONE, V8, DOI 10.1371/journal.pone.0075624']"
J,"['Radivojevic, M']",Community structure of copper supply networks in the prehistoric,JOURNAL OF COMPLEX NETWORKS,2018,27,"['archaeology; complex networks; Balkans; copper; trace elements;', 'SOCIAL NETWORKS; EVOLUTION; TRANSFORMATION; COOPERATION; METALLURGY;']",10.1093/comnet/cnx013,"['Grujic, J (corresponding author), Vrije Univ Brussels, Artificial Intelligence Lab, Pl Laan 2,Bldg G,10th Floor, Brussels, Belgium.; Grujic, J (corresponding author), MLG, Brussels, Belgium.; Grujic, J (corresponding author), Univ Libre Bruxelles, Dept Informat, B-1050 Brussels, Belgium.']","['Adamic LA., 2002, Glottometrics, V3, P143']"
J,"['Koponen, IT']",Concept networks in learning: finding key concepts in learners',JOURNAL OF COMPLEX NETWORKS,2014,27,['concept network; key concepts; network analysis; centrality measures'],10.1093/comnet/cnu003,"['Koponen, IT (corresponding author), Univ Helsinki, Dept Phys, Helsinki, Finland.']","['[Anonymous], 2012, STRUCTURE COMPLEX NE, DOI DOI 10.1093/ACPROF:OSO/9780199591756.001.0001']"
J,"['de Arruda, HF']",Representation of texts as complex networks: a mesoscopic approach,JOURNAL OF COMPLEX NETWORKS,2018,26,"['semantic network; text analysis; story analysis; story flow', 'AUTHORSHIP ATTRIBUTION; CENTRALITY; GRAPH']",10.1093/comnet/cnx023,"['Amancio, DR (corresponding author), Univ Sao Paulo, Inst Math & Comp Sci, Ave Trabalhador Sancarlense 400, BR-13566590 Sao Carlos, SP, Brazil.']","['AlSumait L, 2008, IEEE DATA MINING, P3, DOI 10.1109/ICDM.2008.140']"
J,"['Pei, S']",Influencer identification in dynamical complex systems,JOURNAL OF COMPLEX NETWORKS,2020,25,"['influencer identification; spreading dynamics; optimal percolation;', 'K-CORE PERCOLATION; CONTAGIOUS SETS; EXPLOSIVE PERCOLATION;', 'STATE, V12, pL31, DOI 10.1088/0022-3719/12/1/008']",10.1093/comnet/cnz029,"['Pei, S (corresponding author), Columbia Univ, Mailman Sch Publ Hlth, Dept Environm Hlth Sci, 722 West 168th St, New York, NY 10032 USA.']","['Achlioptas D, 2009, SCIENCE, V323, P1453, DOI 10.1126/science.1167782']"
J,"['Lee, SH']",Mesoscale analyses of fungal networks as an approach for quantifying,JOURNAL OF COMPLEX NETWORKS,2017,24,"['fungal networks; transport networks; community structure; mesoscopic', 'DYNAMICS']",10.1093/comnet/cnv034,"['Lee, SH (corresponding author), Korea Inst Adv Study, Sch Phys, Seoul 02455, South Korea.; Lee, SH (corresponding author), Sungkyunkwan Univ, Dept Energy Sci, Integrated Energy Ctr Fostering Global Creat Rese, Suwon 16419, South Korea.; Lee, SH (corresponding author), Univ Oxford, Math Inst, Oxford Ctr Ind & Appl Math, Oxford OX2 6GG, England.']","[""A'Bear AD, 2014, FUNGAL ECOL, V10, P34, DOI 10.1016/j.funeco.2013.01.009""]"
J,"['Klimm, F']",Hypergraphs for predicting essential genes using multiprotein complex,JOURNAL OF COMPLEX NETWORKS,2021,23,"['gene essentiality; protein interaction networks; hypergraphs; null', 'EXON-JUNCTION COMPLEX; SCALE-FREE; PROTEIN; NETWORK; CENTRALITY;']",10.1093/comnet/cnaa028,"['Klimm, F (corresponding author), Imperial Coll London, Dept Math, London SW7 2AZ, England.; Klimm, F (corresponding author), Univ Cambridge, Biol Unit, Cambridge Biomed Campus Hills Rd, Cambridge CB2 0XY, England.']","['Ali W, 2011, HANDBOOK OF STATISTICAL SYSTEMS BIOLOGY, P200']"
J,"['Jazayeri, A']",Motif discovery algorithms in static and temporal networks: A survey,JOURNAL OF COMPLEX NETWORKS,2020,22,"['subgraph mining; motif discovery; network mining; temporal networks;', ""WEB (WWW'17), P1431, DOI 10.1145/3038912.3052597"", 'FINDING FREQUENT PATTERNS; PROTEIN-INTERACTION; EFFICIENT ALGORITHM;']",10.1093/comnet/cnaa031,"['Jazayeri, A; Yang, CC (corresponding author), Drexel Univ, Coll Comp & Informat, Dept Informat Sci, Philadelphia, PA 19104 USA.']","['Agrawal R., P 20 INT C VERY LARG']"
J,"['Keller-Ressel, M']",Hydra: a method for strain-minimizing hyperbolic embedding of network-,JOURNAL OF COMPLEX NETWORKS,2020,22,"['network embedding; hyperbolic embedding; dimensionality reduction;', 'SO']",10.1093/comnet/cnaa002,"['Keller-Ressel, M (corresponding author), Tech Univ Dresden, Inst Math Stochast, D-01062 Dresden, Germany.']","['Serrano MA, 2012, MOL BIOSYST, V8, P843, DOI 10.1039/c2mb05306c']"
J,"['Nepomuceno, EG']",Computational chaos in complex networks,JOURNAL OF COMPLEX NETWORKS,2020,22,"['computational chaos; chaos suppression; non-linear dynamics; complex', 'LOWER-BOUND ERROR; NUMERICAL-METHODS; DIFFERENTIAL-EQUATIONS; TIME']",10.1093/comnet/cnz015,"['Perc, M (corresponding author), Univ Maribor, Fac Nat Sci & Math, Koroska Cesta 160, SI-2000 Maribor, Slovenia.; Perc, M (corresponding author), Univ Maribor, CAMTP, Mladinska 3, SI-2000 Maribor, Slovenia.; Perc, M (corresponding author), Complex Sci Hub Vienna, Josefsteidterstr 39, A-1080 Vienna, Austria.']","['ADAMS E, 1993, J COMPUT PHYS, V104, P241, DOI 10.1006/jcph.1993.1023', 'ACAD SCI I-MATH, V328, P1197, DOI 10.1016/S0764-4442(99)80439-X']"
J,"['Minello, G']",On the von Neumann entropy of graphs,JOURNAL OF COMPLEX NETWORKS,2019,22,"['graph; entropy', 'NETWORKS']",10.1093/comnet/cny028,"['Rossi, L (corresponding author), Southern Univ Sci & Technol, Dept Comp Sci & Engn, Shenzhen 518055, Peoples R China.; Rossi, L (corresponding author), Aston Univ, Sch Engn & Appl Sci, Aston Triangle, Birmingham B4 7ET, W Midlands, England.']","['Anand K, 2011, PHYS REV E, V83, DOI 10.1103/PhysRevE.83.036109']"
J,"['Lella, E']",Communicability disruption in Alzheimer's disease connectivity networks,JOURNAL OF COMPLEX NETWORKS,2019,22,"[""communicability; human brain; Alzheimer's disease; diffusion tensor"", 'WHITE-MATTER; INSULAR CORTEX; MRI SCANS; TRACTOGRAPHY; ATROPHY;']",10.1093/comnet/cny009,"['Maggipinto, T (corresponding author), Univ Bari, Dipartimento Interateneo Fis, Bari, Italy.; Maggipinto, T (corresponding author), Ist Nazl Fis Nucl, Sez Bari, Bari, Italy.']","['Andreotti J, 2014, PLOS ONE, V9, DOI 10.1371/journal.pone.0115503']"
